439	33
3.0	9.0	27.0	0.0	0.0	0.0	7.0	49.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.80583	0.64936	0.52328	0.72979	0.53260	0.38869	0.48083	0.23120	0.11116	0.16481	0.02716	0.00447	4302.0
2.0	4.0	8.0	0.0	0.0	0.0	3.0	9.0	27.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.26416	0.06978	0.01843	0.25631	0.06569	0.01683	0.495	0.24502	0.12128	0.23072	0.05323	0.01228	2210.0
3.0	9.0	27.0	0.0	0.0	0.0	7.0	49.0	343.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	4.0	8.0	0.72666	0.52804	0.38371	0.66541	0.44277	0.29463	0.63791	0.40693	0.25959	0.08147	0.00663	0.00054	6043.0
1.0	1.0	1.0	0.0	0.0	0.0	3.0	9.0	27.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	2.0	4.0	8.0	0.36521	0.13338	0.04871	0.36693	0.13463	0.04940	0.77652	0.60298	0.46823	0.20311	0.04125	0.00837	2192.0
3.0	9.0	27.0	0.0	0.0	0.0	9.0	81.0	729.0	0.0	0.0	0.0	4.0	16.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	0.655	0.42902	0.28101	0.61492	0.37812	0.23251	0.63916	0.40853	0.26112	0.14179	0.02010	0.00285	5115.0
2.0	4.0	8.0	1.0	1.0	1.0	6.0	36.0	216.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	8.0	0.72083	0.51960	0.37454	0.65972	0.43523	0.28713	0.58791	0.34564	0.20321	0.20771	0.04314	0.00896	6664.0
2.0	4.0	8.0	0.0	0.0	0.0	5.0	25.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.52833	0.27913	0.14747	0.51893	0.26929	0.13974	0.63166	0.39900	0.25203	0.07463	0.00557	0.00041	4333.0
3.0	9.0	27.0	0.0	0.0	0.0	8.0	64.0	512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	8.0	0.67666	0.45787	0.30983	0.62438	0.38986	0.24342	0.8175	0.66830	0.54634	0.22263	0.04956	0.01103	3820.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.27304	0.07455	0.02035	0.25230	0.06365	0.01606	0.38130	0.14539	0.05543	0.32966	0.10867	0.03582	1951.0
3.0	9.0	27.0	0.0	0.0	0.0	9.0	81.0	729.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.65333	0.42684	0.27887	0.60922	0.37115	0.22612	0.71375	0.50943	0.36361	0.11505	0.01323	0.00152	5046.0
4.0	16.0	64.0	0.0	0.0	0.0	9.0	81.0	729.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	8.0	0.64916	0.42141	0.27357	0.58904	0.34697	0.20438	0.84833	0.71966	0.61051	0.1107	0.01225	0.00135	4630.0
1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22695	0.05150	0.01169	0.22927	0.05256	0.01205	0.43695	0.19093	0.08342	0.1869	0.03493	0.00652	1600.0
3.0	9.0	27.0	1.0	1.0	1.0	9.0	81.0	729.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5525	0.30525	0.16865	0.54040	0.29203	0.15781	0.53666	0.28801	0.15456	0.21517	0.04630	0.00996	7591.0
1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	8.0	0.0	0.0	0.0	2.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35416	0.12543	0.04442	0.36110	0.13039	0.04708	0.49625	0.24626	0.12220	0.14737	0.02172	0.00320	4375.0
4.0	16.0	64.0	1.0	1.0	1.0	10.0	100.0	1000.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4375	0.19140	0.08374	0.43307	0.18755	0.08122	0.53916	0.29070	0.15673	0.23509	0.05526	0.01299	7282.0
2.0	4.0	8.0	1.0	1.0	1.0	6.0	36.0	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.6025	0.36300	0.21871	0.57513	0.33077	0.19024	0.49333	0.24337	0.12006	0.18408	0.03388	0.00623	7641.0
3.0	9.0	27.0	1.0	1.0	1.0	9.0	81.0	729.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.70333	0.49467	0.34792	0.65720	0.43191	0.28385	0.73625	0.54206	0.39909	0.17164	0.02946	0.00505	7504.0
4.0	16.0	64.0	0.0	0.0	0.0	11.0	121.0	1331.0	0.0	0.0	0.0	2.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.40083	0.16066	0.06440	0.39708	0.15767	0.06261	0.68375	0.46751	0.31966	0.13557	0.01837	0.00249	4068.0
1.0	1.0	1.0	0.0	0.0	0.0	3.0	9.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	8.0	0.37652	0.14176	0.05337	0.36625	0.13414	0.04912	0.94826	0.89919	0.85267	0.34328	0.11784	0.04045	605.0
3.0	9.0	27.0	0.0	0.0	0.0	8.0	64.0	512.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	2.0	4.0	8.0	0.685	0.46922	0.32141	0.63322	0.40096	0.25390	0.72291	0.52260	0.37780	0.13930	0.01940	0.00270	4153.0
2.0	4.0	8.0	0.0	0.0	0.0	4.0	16.0	64.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5125	0.26265	0.13461	0.50314	0.25315	0.12737	0.5425	0.29430	0.15966	0.16356	0.02675	0.00437	3429.0
2.0	4.0	8.0	1.0	1.0	1.0	4.0	16.0	64.0	0.0	0.0	0.0	4.0	16.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	0.435	0.18922	0.08231	0.43116	0.18590	0.08015	0.37416	0.14000	0.05238	0.21952	0.04819	0.01057	6457.0
2.0	4.0	8.0	0.0	0.0	0.0	5.0	25.0	125.0	0.0	0.0	0.0	4.0	16.0	64.0	1.0	1.0	1.0	2.0	4.0	8.0	0.53083	0.28178	0.14958	0.51074	0.26085	0.13323	0.82958	0.68820	0.57092	0.10821	0.01171	0.00126	4575.0
3.0	9.0	27.0	0.0	0.0	0.0	7.0	49.0	343.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.66333	0.44001	0.29187	0.62437	0.38983	0.24340	0.59125	0.34957	0.20668	0.18283	0.03342	0.00611	5538.0
2.0	4.0	8.0	1.0	1.0	1.0	6.0	36.0	216.0	0.0	0.0	0.0	5.0	25.0	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.63916	0.40853	0.26112	0.59975	0.35970	0.21573	0.58958	0.34760	0.20494	0.17661	0.03119	0.00550	7665.0
1.0	1.0	1.0	0.0	0.0	0.0	2.0	4.0	8.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22173	0.04916	0.01090	0.24571	0.06037	0.01483	0.42304	0.17896	0.07571	0.09411	0.00885	0.00083	1917.0
2.0	4.0	8.0	0.0	0.0	0.0	5.0	25.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.6675	0.44555	0.29740	0.61555	0.37890	0.23323	0.81875	0.67035	0.54885	0.21393	0.04576	0.00979	4788.0
1.0	1.0	1.0	0.0	0.0	0.0	3.0	9.0	27.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	0.335	0.11222	0.03759	0.32007	0.10244	0.03278	0.44958	0.20212	0.09087	0.30783	0.09476	0.02917	2134.0
2.0	4.0	8.0	0.0	0.0	0.0	6.0	36.0	216.0	0.0	0.0	0.0	4.0	16.0	64.0	1.0	1.0	1.0	2.0	4.0	8.0	0.62833	0.39480	0.24806	0.59534	0.35443	0.21101	0.68833	0.47380	0.32613	0.20647	0.04263	0.00880	3767.0
2.0	4.0	8.0	0.0	0.0	0.0	4.0	16.0	64.0	0.0	0.0	0.0	3.0	9.0	27.0	1.0	1.0	1.0	2.0	4.0	8.0	0.4125	0.17015	0.07018	0.41728	0.17412	0.07265	0.81916	0.67103	0.54968	0.25061	0.06280	0.01574	2162.0
2.0	4.0	8.0	0.0	0.0	0.0	4.0	16.0	64.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.57333	0.32871	0.18846	0.54292	0.29477	0.16004	0.42625	0.18168	0.07744	0.38557	0.14866	0.05732	3115.0
2.0	4.0	8.0	1.0	1.0	1.0	4.0	16.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	27.0	0.39666	0.15734	0.06241	0.38950	0.15171	0.05909	0.83541	0.69792	0.58305	0.34454	0.11871	0.04090	1027.0
1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	8.0	0.36347	0.13211	0.04802	0.35373	0.12513	0.04426	0.69608	0.48453	0.33727	0.24853	0.06177	0.01535	801.0
